millis,mA
51880,206.90
51883,196.30
51886,204.50
51889,218.60
51892,200.00
51894,209.70
51897,208.90
51900,204.70
51903,203.80
51905,207.40
51908,203.80
51911,207.40
51913,204.20
51916,198.70
51919,207.60
51922,213.20
51924,206.40
51928,204.10
51931,203.80
51934,200.10
51936,193.90
51939,209.70
51942,201.30
51945,199.80
51947,204.30
51950,210.20
51953,203.20
51956,212.90
51958,204.20
51961,199.30
51964,206.00
51968,203.60
51970,208.40
51973,210.50
51976,210.80
51978,203.70
51981,207.50
51984,205.70
51987,202.00
51989,272.00
51992,201.00
51995,204.20
51998,207.40
52000,214.20
52003,210.20
52006,206.30
52009,216.90
52012,208.70
52015,206.30
52018,217.30
52021,208.80
52023,209.80
52026,218.80
52029,205.50
52032,208.30
52034,207.00
52037,206.90
52040,203.00
52042,209.80
52045,212.80
52048,211.20
52051,204.50
52054,207.30
52057,203.30
52060,209.70
52063,208.80
52065,208.10
52068,206.80
52071,211.80
52074,211.80
52076,209.50
52079,202.30
52082,205.70
52085,207.90
52087,203.00
52090,203.50
52093,278.50
52096,210.70
52099,197.90
52102,209.40
52105,211.40
52107,202.10
52110,209.70
52113,201.10
52116,204.00
52118,208.40
52121,211.20
52124,202.70
52127,212.30
52129,207.10
52132,212.80
52135,207.20
52139,208.40
52141,206.20
52144,205.40
52147,206.90
52149,200.60
52152,206.80
52155,208.80
52158,210.90
52160,209.10
52163,202.60
52166,197.70
52169,205.60
52171,204.50
52174,207.40
52177,208.90
52180,203.20
52183,201.00
52186,206.30
52189,208.00
52192,201.20
52194,221.60
52197,207.90
52200,207.40
52203,205.50
52205,200.90
52208,210.00
52211,206.20
52213,214.00
52216,204.20
52219,204.40
52222,198.40
52225,207.20
52228,201.80
52231,204.70
52234,196.90
52236,207.60
52239,201.80
52242,202.90
52245,202.80
52247,208.20
52250,202.60
52253,206.00
52256,208.00
52258,210.80
52261,208.60
52264,210.70
52267,206.10
52270,206.90
52273,209.90
52276,208.30
52278,200.60
52281,207.50
52284,201.90
52287,204.10
52289,215.40
52292,207.10
52295,203.00
52298,245.00
52300,203.80
52303,205.50
52306,211.00
52310,206.00
52312,209.50
52315,204.70
52318,205.70
52320,210.60
52323,203.30
52326,206.60
52329,195.10
52331,210.20
52334,210.10
52337,193.20
52340,207.70
52342,211.60
52345,197.60
52348,202.10
52352,204.90
52354,197.20
52357,201.50
52360,203.80
52363,212.10
52365,205.40
52368,208.90
52371,206.50
52374,203.90
52376,210.20
52379,207.10
52382,196.70
52384,205.20
52387,206.80
52390,204.40
52393,220.10
52396,206.80
52399,271.70
52402,210.90
52405,206.20
52407,205.00
52410,212.50
52413,204.10
52416,206.00
52418,221.10
52421,208.60
52424,206.00
52427,216.30
52429,206.00
52432,201.70
52435,211.10
52438,204.20
52441,203.00
52444,210.20
52447,210.70
52449,193.50
52452,206.90
52455,204.40
52458,200.50
52460,202.70
52463,207.10
52466,195.60
52469,205.30
52471,207.80
52474,206.50
52477,206.30
52481,206.80
52483,202.60
52486,207.70
52489,209.10
52492,207.70
52494,203.10
52497,208.50
52500,202.90
52502,210.00
52505,202.50
52508,203.40
52511,210.10
52513,211.30
52516,196.60
52519,208.70
52523,213.50
52525,210.50
52528,205.20
52531,206.30
52534,205.90
52536,208.00
52539,206.00
52542,213.00
52545,210.00
52547,206.20
52550,204.10
52553,207.60
52555,204.20
52558,206.60
52561,208.00
52564,200.60
52567,201.50
52570,203.50
52573,204.60
52576,212.60
52578,202.90
52581,207.50
52584,209.20
52587,207.40
52589,207.30
52592,216.20
52595,208.30
52598,208.00
52600,213.30
52603,278.60
52606,203.50
52609,202.90
52612,207.90
52615,190.70
52618,206.90
52620,209.30
52623,209.10
52626,208.90
52629,207.00
52631,202.80
52634,204.60
52637,207.40
52640,205.90
52642,208.50
52645,212.50
52648,209.10
52652,211.70
52654,210.90
52657,213.70
52660,205.40
52663,205.30
52665,197.90
52668,206.10
52671,210.40
52673,199.80
52676,209.00
52679,207.40
52682,203.90
52684,206.80
52687,204.90
52690,203.30
52694,207.90
52696,212.20
52699,204.70
52702,204.40
52705,210.70
52707,271.50
52710,209.40
52713,212.70
52716,197.00
52718,207.00
52721,193.20
52724,207.20
52727,212.10
52729,200.90
52732,198.30
52736,205.10
52738,193.80
52741,204.20
52744,205.50
52747,206.50
52749,198.20
52752,205.90
52755,207.20
52758,206.70
52760,205.30
52763,201.40
52766,197.40
52769,205.50
52771,207.20
52774,208.80
52777,207.90
52781,207.50
52783,200.40
52786,217.20
52789,203.30
52792,208.20
52794,204.50
52797,208.60
52800,198.40
52802,218.60
52805,207.60
52808,241.40
52811,220.20
52813,203.70
52816,208.10
52819,206.90
52823,210.00
52825,205.30
52828,217.20
52831,209.60
52834,202.20
52836,202.70
52839,202.80
52842,209.70
52845,208.90
52847,204.50
52850,205.10
52853,207.50
52856,208.10
52858,210.00
52861,208.10
52865,212.40
52867,208.80
52870,207.70
52873,205.40
52876,204.50
52878,206.60
52881,207.50
52884,203.90
52887,209.00
52889,211.30
52892,205.40
52895,203.70
52898,208.90
52900,207.20
52903,210.40
52907,201.90
52910,209.70
52912,230.30
52915,210.20
52918,209.30
52920,207.80
52923,203.60
52926,206.50
52929,207.10
52931,211.00
52934,204.40
52937,206.10
52940,208.60
52942,208.20
52945,205.80
52948,199.00
52952,212.20
52954,207.60
52957,203.20
52960,213.40
52963,204.10
52965,199.20
52968,207.20
52971,202.20
52973,199.80
52976,207.50
52979,206.60
52982,201.20
52984,205.10
52987,204.80
52990,206.10
52994,210.50
52996,209.50
52999,199.50
53002,200.90
53005,205.30
53007,212.30
53010,209.50
53013,280.40
53016,192.80
53018,212.10
53021,206.30
53024,191.20
53027,208.30
53029,205.10
53032,196.00
53036,205.80
53039,207.50
53041,194.40
53044,204.60
53047,210.80
53049,199.70
53052,208.80
53055,208.00
53058,208.70
53060,211.20
53063,207.70
53066,202.80
53069,214.80
53071,211.40
53074,208.80
53078,203.80
53081,204.90
53083,200.00
53086,204.80
53089,219.80
53092,205.80
53094,206.20
53097,215.40
53100,200.50
53102,206.20
53105,217.30
53108,208.00
53111,206.90
53113,209.40
53116,203.10
53120,209.20
53123,213.30
53125,207.40
53128,206.40
53131,210.20
53134,201.70
53136,205.40
53139,207.40
53142,203.80
53145,206.40
53147,208.90
53150,209.60
53153,205.70
53155,214.00
53158,209.40
53161,205.70
53165,205.30
53167,204.20
53170,206.40
53173,210.00
53176,204.20
53178,201.20
53181,204.40
53184,206.40
53187,203.30
53189,201.20
53192,206.80
53195,204.70
53198,207.20
53200,207.70
53203,202.90
53207,212.40
53210,210.00
53212,217.10
53215,207.40
53218,278.70
53220,210.50
53223,205.70
53226,210.50
53229,210.70
53231,203.00
53234,205.80
53237,207.00
53240,206.30
53242,210.30
53245,214.30
53249,205.10
53252,207.80
53254,205.00
53257,202.90
53260,204.80
53263,209.40
53265,206.20
53268,204.30
53271,207.60
53273,203.50
53276,203.70
53279,204.40
53282,203.30
53284,211.80
53287,201.90
53291,208.60
53294,208.40
53296,202.90
53299,203.00
53302,199.30
53305,207.70
53307,205.50
53310,205.00
53313,205.60
53316,207.80
53318,194.30
53321,205.00
53324,206.60
53326,203.80
53329,210.70
53332,206.50
53336,195.60
53338,208.10
53341,210.80
53344,208.20
53347,207.70
53349,198.40
53352,207.70
53355,209.70
53358,209.50
53360,206.60
53363,210.60
53366,199.30
53369,206.20
53371,205.60
53374,207.10
53378,208.80
53381,204.70
53383,202.00
53386,206.40
53389,205.80
53391,214.90
53394,211.70
53397,205.10
53400,209.40
53402,203.70
53405,201.20
53408,205.70
53411,201.20
53413,206.50
53416,207.50
53420,204.30
53423,270.50
53425,210.50
53428,210.40
53431,203.00
53434,205.20
53436,201.20
53439,204.30
53442,206.30
53444,206.50
53447,204.80
53450,208.20
53453,210.40
53455,203.10
53458,211.60
53462,209.20
53465,204.20
53467,201.10
53470,202.80
53473,203.70
53476,208.20
53478,208.40
53481,205.40
53484,202.50
53487,207.10
53489,206.00
53492,205.30
53495,206.10
53497,198.90
53500,204.10
53504,204.90
53507,211.30
53509,209.90
53512,205.40
53515,217.30
53518,211.30
53520,207.90
53523,222.30
53526,217.60
53529,208.60
53531,213.00
53534,207.20
53537,207.40
53540,210.60
53542,205.60
53545,205.70
53549,212.00
53552,207.90
53554,207.90
53557,209.50
53560,208.80
53562,211.50
53565,212.50
53568,205.00
53571,201.50
53573,208.20
53576,204.50
53579,202.70
53582,202.90
53584,208.40
53587,205.90
53591,206.70
53594,206.80
53596,201.70
53599,206.30
53602,202.20
53605,214.20
53607,200.60
53610,206.60
53613,201.20
53616,205.90
53618,205.90
53621,199.50
53624,207.80
53626,281.40
53629,202.20
53633,201.60
53636,211.90
53638,212.40
53641,208.50
53644,208.40
53647,205.30
53649,196.10
53652,202.20
53655,209.40
53658,207.50
53660,203.00
53663,202.70
53666,203.50
53669,208.90
53671,207.90
53675,209.00
53678,209.40
53681,206.20
53683,200.90
53686,207.10
53689,210.00
53691,211.80
53694,216.40
53697,205.40
53700,198.70
53702,199.00
53705,206.40
53708,206.10
53711,211.60
53713,199.80
53716,197.00
53720,203.20
53723,206.50
53725,207.50
53728,210.10
53731,203.60
53734,202.00
53736,196.70
53739,210.90
53742,206.60
53744,208.80
53747,211.50
53750,201.50
53753,207.00
53755,202.60
53758,204.90
53762,211.30
53765,205.00
53767,201.10
53770,206.80
53773,203.20
53776,203.80
53778,207.30
53781,201.80
53784,203.50
53787,204.10
53789,203.40
53792,207.60
53795,209.10
53798,207.70
53800,215.70
53804,208.70
53807,207.20
53809,220.60
53812,209.50
53815,207.70
53818,217.00
53820,211.60
53823,206.50
53826,219.80
53829,205.30
53831,275.00
53834,209.90
53837,208.00
53840,203.30
53842,212.50
53846,207.20
53849,202.60
53852,209.90
53854,209.60
53857,204.30
53860,208.30
53862,206.40
53865,205.00
53868,202.80
53871,207.50
53873,209.90
53876,205.80
53879,203.30
53882,206.50
53884,209.00
53888,210.40
53891,207.10
53894,207.00
53896,202.80
53899,209.20
53902,210.40
53905,205.80
53907,205.70
53910,206.90
53913,213.80
53915,189.20
53918,203.20
53921,204.60
53924,202.30
53926,207.10
53929,201.40
53933,200.70
53936,203.80
53938,204.10
53941,206.30
53944,205.90
53947,209.90
53949,210.70
53952,209.20
53955,212.90
53958,208.20
53960,207.30
53963,207.00
53966,199.00
53969,212.20
53971,203.40
53975,206.30
53978,208.50
53980,205.00
53983,200.20
53986,207.20
53989,206.10
53991,209.40
53994,209.90
53997,196.70
54000,204.10
54002,206.80
54005,210.10
54008,209.10
54011,209.80
54013,194.30
54017,200.50
54020,205.30
54023,200.90
54025,210.40
54028,204.50
54031,198.10
54034,200.90
54036,280.40
54039,195.70
54042,204.80
54044,203.30
54047,207.80
54050,198.00
54053,210.60
54055,207.00
54059,207.70
54062,206.00
54065,204.50
54067,206.40
54070,208.00
54073,204.10
54076,206.30
54078,205.70
54081,205.90
54084,205.30
54087,205.40
54089,205.10
54092,205.30
54095,213.90
54097,208.60
54100,202.70
54104,219.70
54107,211.20
54109,208.50
54112,217.10
54115,207.30
54118,206.90
54120,211.80
54123,203.20
54126,207.40
54129,207.10
54131,207.30
54134,209.20
54137,233.00
54140,212.70
54142,205.90
54146,210.80
54149,204.50
54152,200.00
54154,206.50
54157,208.40
54160,215.10
54162,208.60
54165,202.80
54168,210.10
54171,208.30
54173,208.70
54176,202.30
54179,207.20
54182,210.30
54184,202.80
54188,206.10
54191,207.90
54194,201.90
54196,209.60
54199,198.80
54202,206.80
54205,203.30
54207,209.10
54210,205.00
54213,208.80
54216,200.70
54218,205.40
54221,206.20
54224,208.60
54226,213.10
54230,203.50
54233,202.60
54236,207.80
54238,205.70
54241,283.60
54244,206.00
54247,204.00
54249,197.10
54252,211.90
54255,206.10
54258,209.00
54260,205.70
54263,205.60
54266,196.00
54269,204.80
54272,202.10
54275,198.00
54278,204.90
54280,204.80
54283,191.00
54286,208.20
54289,204.60
54291,205.70
54294,208.70
54297,205.70
54300,198.30
54302,207.00
54305,207.40
54308,192.10
54311,209.30
54313,208.90
54317,190.60
54320,213.20
54323,208.70
54325,200.50
54328,202.00
54331,202.40
54334,190.10
54336,206.60
54339,212.60
54342,198.50
54344,207.00
54347,202.50
54350,205.50
54353,210.50
54355,207.70
54359,203.60
54362,207.80
54365,208.40
54367,209.00
54370,204.00
54373,201.70
54376,205.80
54378,209.60
54381,196.60
54384,205.10
54387,202.60
54389,215.10
54392,210.70
54395,205.10
54397,217.30
54401,197.50
54404,205.50
54407,213.80
54409,200.50
54412,205.70
54415,219.90
54418,202.20
54420,207.00
54423,212.90
54426,207.90
54429,202.00
54431,209.00
54434,208.30
54437,211.10
54440,208.40
54443,204.70
54446,277.80
54449,210.60
54451,209.10
54454,204.30
54457,207.30
54460,212.10
54462,207.00
54465,202.60
54468,214.50
54471,209.00
54473,215.40
54476,208.80
54479,201.50
54482,208.30
54484,208.30
54488,202.80
54491,213.80
54494,212.20
54496,204.40
54499,201.90
54502,204.10
54504,203.90
54507,210.70
54510,207.30
54513,211.30
54515,205.40
54518,208.60
54521,211.10
54524,207.70
54526,207.70
54530,209.00
54533,207.20
54536,200.40
54538,205.50
54541,208.40
54544,208.90
54547,204.50
54549,197.50
54552,208.00
54555,206.50
54558,207.90
54560,203.90
54563,216.20
54566,200.10
54568,203.30
54572,203.60
54575,209.90
54578,208.60
54580,199.90
54583,200.40
54586,204.80
54589,208.00
54591,205.20
54594,204.40
54597,200.40
54600,203.20
54602,206.70
54605,204.50
54608,209.40
54611,200.20
54614,206.80
54617,201.50
54620,201.50
54623,211.50
54625,206.80
54628,199.70
54631,204.40
54633,197.50
54636,199.60
54639,206.20
54642,205.90
54644,199.70
54647,211.60
54650,268.50
54653,208.80
54656,207.10
54659,205.30
54662,204.90
54665,209.60
54667,203.80
54670,211.80
54673,204.60
54676,201.90
54678,208.60
54681,208.20
54684,202.60
54686,203.40
54689,202.80
54692,219.50
54695,204.50
54697,208.60
54701,216.80
54704,206.30
54707,210.20
54709,217.30
54712,209.60
54715,207.20
54718,205.40
54720,207.90
54723,206.10
54726,209.20
54729,204.80
54731,208.00
54734,209.30
54737,203.20
54740,207.90
54743,208.70
54746,211.70
54749,212.70
54752,241.70
54754,205.20
54757,203.30
54760,211.60
54762,209.10
54765,204.60
54768,212.50
54771,210.40
54773,212.40
54776,212.00
54779,209.20
54782,201.20
54785,207.60
54788,207.10
54791,204.00
54794,205.80
54796,206.30
54799,199.90
54802,209.90
54805,204.00
54807,205.70
54810,208.70
54813,202.30
54815,216.80
54818,206.90
54821,205.50
54824,204.30
54827,206.80
54830,200.80
54833,204.50
54836,210.10
54838,203.40
54841,209.20
54844,206.70
54847,200.60
54849,206.00
54852,212.90
54855,279.50
54858,214.10
54860,209.80
54863,204.30
54866,201.60
54870,210.80
54872,205.90
54875,210.50
54878,213.40
54880,206.70
54883,200.70
54886,201.60
54889,207.00
54891,205.40
54894,204.60
54897,200.50
54900,197.20
54902,205.90
54905,207.90
54908,204.60
54912,204.30
54914,199.50
54917,195.30
54920,206.30
54923,202.70
54925,206.90
54928,213.20
54931,201.60
54934,203.50
54936,208.80
54939,198.00
54942,206.80
54944,202.60
54947,205.60
54950,200.20
54953,204.70
54956,196.40
54959,202.20
54962,205.20
54965,206.80
54967,198.70
54970,206.60
54973,205.40
54976,201.90
54978,207.00
54981,208.40
54984,203.90
54987,206.00
54989,210.80
54992,207.60
54995,220.40
54998,211.00
55001,209.60
55004,213.50
55007,204.50
55009,204.00
55012,212.80
55015,209.20
55018,205.40
55020,211.90
55023,207.30
55026,202.60
55029,215.60
55031,211.50
55034,211.10
55037,213.80
55041,208.00
55043,205.90
55046,206.90
55049,207.80
55051,208.50
55054,204.50
55057,207.00
55060,270.00
55062,208.30
55065,202.10
55068,205.50
55071,214.50
55073,207.50
55076,205.10
55079,210.00
55083,203.90
55085,200.80
55088,208.40
55091,214.30
55094,200.00
55096,208.00
55099,212.70
55102,207.30
55104,202.90
55107,207.10
55110,207.70
55113,205.80
55115,199.70
55118,208.80
55121,206.30
55124,208.10
55127,203.00
55130,202.40
55133,204.50
55136,204.50
55138,206.20
55141,208.30
55144,214.80
55147,206.00
55149,201.70
55152,206.20
55155,208.40
55158,203.90
55160,215.90
55163,203.60
55166,197.50
55169,206.20
55172,204.80
55175,204.00
55178,210.20
55180,209.10
55183,198.20
55186,210.80
55189,202.40
55191,204.90
55194,208.70
55197,210.40
55200,198.80
55202,209.30
55205,206.60
55208,202.70
55212,206.70
55214,209.30
55217,204.40
55220,201.50
55223,210.50
55225,203.70
55228,205.50
55231,209.90
55233,206.30
55236,204.90
55239,211.40
55242,198.10
55244,199.20
55247,209.90
55250,192.30
55254,208.90
55256,203.30
55259,192.90
55262,206.20
55265,258.70
55267,209.60
55270,209.40
55273,206.60
55276,206.20
55278,207.70
55281,209.60
55284,210.60
55286,209.00
55289,210.40
55292,206.10
55296,204.30
55298,208.20
55301,208.00
55304,208.70
55307,211.50
55309,203.40
55312,206.40
55315,202.30
55318,203.00
55320,211.20
55323,207.10
55326,206.10
55329,202.70
55331,211.30
55334,203.70
55337,207.80
55341,214.30
55343,207.50
55346,204.90
55349,205.20
55351,204.30
55354,210.80
55357,210.10
55360,205.30
55362,203.30
55365,261.20
55368,211.80
55371,203.90
55373,209.50
55376,205.90
55379,208.20
55383,208.50
55385,211.70
55388,205.30
55391,206.00
55394,203.00
55396,201.50
55399,201.00
55402,208.30
55405,205.50
55407,207.30
55410,209.00
55413,202.00
55415,202.20
55418,204.60
55421,199.90
55425,209.70
55427,204.80
55430,201.80
55433,206.00
55436,204.50
55438,202.10
55441,204.90
55444,208.50
55447,195.60
55449,201.60
55452,204.70
55455,201.30
55458,208.30
55460,206.40
55463,195.10
55467,200.70
55470,213.40
55472,206.60
55475,208.20
55478,203.80
55480,207.00
55483,198.70
55486,205.50
55489,209.30
55491,205.50
55494,207.40
55497,207.50
55500,206.60
55502,207.40
55505,206.50
55508,204.20
55512,205.70
55514,206.40
55517,202.60
55520,216.70
55523,199.80
55525,202.70
55528,220.90
55531,212.50
55533,198.60
55536,209.60
55539,206.80
55542,206.50
55544,212.60
55547,203.30
55550,207.60
55554,212.40
55556,204.90
55559,205.90
55562,212.40
55565,209.20
55567,205.60
55570,284.90
55573,206.60
55576,204.70
55578,208.80
55581,207.30
55584,205.30
55587,207.40
55589,206.10
55592,204.00
55596,206.30
55598,205.60
55601,209.40
55604,205.20
55607,207.60
55609,203.80
55612,211.20
55615,211.30
55618,207.20
55620,202.30
55623,206.90
55626,205.30
55629,206.90
55631,208.20
55634,207.50
55638,203.20
55641,201.70
55643,202.30
55646,205.00
55649,206.90
55652,195.80
55654,205.10
55657,210.50
55660,194.10
55662,208.00
55665,210.50
55668,212.80
55671,203.80
55673,273.20
55676,196.90
55680,204.40
55683,193.60
55685,208.40
55688,210.00
55691,208.80
55694,212.80
55696,211.30
55699,200.10
55702,204.30
55705,207.20
55707,205.80
55710,204.90
55713,203.50
55716,206.80
55718,207.70
55721,207.70
55725,202.40
55727,204.30
55730,207.60
55733,205.20
55736,206.50
55738,204.50
55741,213.60
55744,209.10
55747,205.10
55749,203.40
55752,206.50
55755,207.50
55758,214.30
55760,206.10
55763,207.10
55767,194.20
55770,211.30
55772,207.20
55775,229.30
55778,214.30
55781,208.30
55783,204.90
55786,208.60
55789,205.30
55791,205.30
55794,207.20
55797,208.60
55800,202.20
55802,209.80
55805,205.00
55809,209.20
55812,205.10
55814,204.20
55817,201.80
55820,214.90
55823,209.00
55825,210.50
55828,212.90
55831,201.70
55834,203.60
55836,201.50
55839,206.50
55842,209.60
55844,207.30
55847,207.10
55851,205.60
55854,207.50
55856,204.40
55859,214.10
55862,205.20
55865,205.70
55867,204.20
55870,204.00
55873,204.60
55876,208.80
55878,247.80
55881,209.00
55884,204.60
55887,200.10
55889,204.80
55892,206.50
55896,209.20
55899,211.30
55901,205.90
55904,203.50
55907,213.20
55910,208.80
55912,203.00
55915,208.00
55918,207.30
55920,202.20
55923,209.00
55926,206.80
55929,205.10
55931,208.90
55934,202.00
55938,204.80
55941,203.90
55943,201.00
55946,202.40
55949,210.90
55952,206.90
55954,211.00
55957,205.50
55960,205.70
55963,201.50
55965,197.80
55968,207.10
55971,208.90
55973,208.70
55976,208.60
55980,275.70
55983,203.60
55985,208.40
55988,210.20
55991,208.60
55994,198.40
55996,196.10
55999,209.00
56002,208.00
56005,208.00
56007,211.90
56010,212.90
56013,210.10
56016,200.80
56018,203.00
56022,211.60
56025,206.90
56028,202.90
56030,211.90
56033,200.50
56036,212.80
56038,206.40
56041,203.80
56044,202.70
56047,206.00
56049,200.20
56052,201.50
56055,206.20
56058,211.30
56060,208.70
56064,207.00
56067,203.50
56070,205.40
56072,206.60
56075,207.30
56078,203.50
56081,209.00
56083,199.50
56086,205.10
56089,212.10
56091,206.10
56094,209.20
56097,204.30
56100,201.50
56102,211.40
56105,206.60
56109,205.10
56112,205.70
56114,206.60
56117,202.10
56120,211.60
56123,204.80
56125,208.30
56128,213.80
56131,207.30
56134,207.00
56136,206.80
56139,208.90
56142,210.60
56145,201.00
56147,206.70
56151,200.00
56154,203.50
56156,204.90
56159,206.60
56162,206.40
56165,213.60
56167,205.10
56170,202.60
56173,207.70
56176,207.20
56178,209.10
56181,203.40
56184,285.90
56187,203.30
56189,208.50
56193,193.90
56196,207.40
56199,204.00
56201,201.90
56204,200.20
56207,205.30
56209,200.80
56212,203.80
56215,205.90
56218,208.40
56220,207.40
56223,208.00
56226,209.10
56229,200.90
56231,207.70
56235,208.10
56238,208.40
56241,207.80
56243,210.50
56246,208.50
56249,202.30
56252,207.20
56254,206.80
56257,213.70
56260,207.20
56263,204.20
56265,197.90
56268,208.70
56271,209.90
56273,206.70
56276,208.40
56280,206.50
56283,202.80
56285,207.80
56288,209.70
56291,215.20
56294,206.20
56296,203.20
56299,219.30
56302,206.10
56305,204.60
56307,206.90
56310,208.00
56313,208.00
56316,200.20
56318,208.40
56322,204.90
56325,207.50
56328,205.30
56330,204.70
56333,203.70
56336,207.30
56338,209.20
56341,206.60
56344,207.90
56347,206.60
56349,205.70
56352,206.50
56355,205.50
56358,199.80
56360,207.00
56364,203.80
56367,201.30
56370,204.60
56372,204.00
56375,205.40
56378,203.40
56380,205.10
56383,199.70
56386,206.30
56389,269.10
56391,211.40
56394,204.40
56397,197.80
56400,201.30
56402,207.60
56406,196.40
56409,205.10
56412,209.30
56414,197.20
56417,204.10
56420,208.20
56423,204.80
56425,208.30
56428,203.70
56431,196.60
56434,202.60
56436,209.50
56439,202.80
56442,207.50
56445,203.90
56448,212.40
56451,200.00
56454,202.40
56456,202.10
56459,202.20
56462,205.20
56465,207.20
56467,201.10
56470,205.10
56473,205.30
56476,209.20
56478,210.70
56481,211.10
56484,209.70
56487,213.60
56489,205.50
56493,234.30
56496,218.30
56499,205.90
56501,202.20
56504,216.30
56507,204.40
56509,208.30
56512,209.80
56515,208.70
56518,209.60
56520,207.10
56523,203.00
56526,206.00
56529,210.40
56531,211.50
56535,209.10
56538,212.20
56541,209.90
56543,214.90
56546,214.60
56549,205.10
56552,212.40
56554,208.90
56557,210.80
56560,204.50
56563,204.10
56565,207.80
56568,205.20
56571,204.60
56573,207.60
56577,205.50
56580,208.30
56583,210.10
56585,206.50
56588,210.70
56591,206.40
56594,275.20
56596,204.80
56599,202.90
56602,208.70
56605,209.60
56607,205.30
56610,198.50
56613,205.60
56616,197.70
56619,205.90
56622,209.90
56625,208.20
56628,201.90
56630,207.50
56633,202.90
56636,206.90
56638,207.60
56641,207.70
56644,202.50
56647,209.50
56649,205.10
56652,217.70
56655,210.20
56658,213.90
56660,200.80
56664,208.50
56667,194.50
56670,203.70
56672,206.90
56675,207.30
56678,203.00
56681,208.90
56683,200.90
56686,207.30
56689,208.80
56692,213.80
56694,206.60
56697,209.60
56700,209.10
56702,207.30
56706,210.90
56709,215.80
56712,207.30
56714,207.30
56717,190.40
56720,202.70
56723,209.10
56725,206.90
56728,206.60
56731,204.50
56734,198.30
56736,205.20
56739,208.70
56742,207.90
56745,205.00
56748,205.00
56751,212.00
56754,202.30
56756,207.20
56759,208.00
56762,208.20
56765,208.90
56767,209.50
56770,205.80
56773,203.50
56776,211.80
56778,209.50
56781,201.10
56784,200.70
56787,209.60
56790,204.00
56793,207.30
56796,205.30
56799,274.00
56801,204.40
56804,203.00
56807,201.50
56809,207.80
56812,211.00
56815,213.10
56818,208.80
56820,209.70
56823,199.80
56826,206.20
56829,209.20
56832,204.80
56835,208.20
56838,203.60
56841,203.40
56843,210.80
56846,206.40
56849,209.80
56852,210.20
56854,209.40
56857,207.70
56860,214.20
56863,207.70
56865,214.70
56868,208.30
56871,209.00
56873,208.90
56877,202.70
56880,202.20
56883,201.70
56885,206.50
56888,201.40
56891,207.40
56894,203.80
56896,202.60
56899,198.70
56902,202.40
56905,209.00
56907,205.70
56910,207.70
56913,196.60
56916,211.50
56919,210.00
56922,192.20
56925,205.00
56927,205.60
56930,193.40
56933,196.90
56936,204.50
56938,204.50
56941,206.00
56944,205.90
56947,204.00
56949,199.40
56952,208.90
56955,198.70
56958,207.40
56961,205.80
56964,211.90
56967,200.90
56970,207.20
56972,208.70
56975,210.20
56978,204.00
56980,210.70
56983,201.80
56986,204.40
56989,207.90
56991,213.80
56994,207.70
56997,206.50
57000,198.00
57003,271.10
57006,210.50
57009,206.60
57012,212.50
57014,208.60
57017,202.90
57020,213.10
57023,211.40
57025,207.30
57028,212.30
57031,204.10
57034,207.10
57036,209.60
57039,203.70
57042,212.60
57044,203.10
57048,209.60
57051,209.80
57054,205.80
57056,207.40
57059,207.10
57062,211.50
57065,209.70
57067,201.30
57070,211.10
57073,205.30
57076,207.10
57078,208.30
57081,206.00
57084,198.90
57088,209.40
57090,209.90
57093,204.40
57096,209.70
57098,203.10
57101,206.40
57104,211.40
57107,218.10
57109,204.50
57112,208.70
57115,207.70
57118,205.90
57120,212.40
57123,211.30
57126,204.40
57129,204.90
57132,209.40
57135,200.50
57138,209.00
57141,204.60
57143,209.00
57146,213.90
57149,208.00
57152,207.50
57154,208.90
57157,203.30
57160,204.20
57162,206.40
57165,203.50
57168,201.50
57171,207.80
57174,206.10
57177,213.00
57180,208.10
57183,200.90
57185,206.10
57188,203.40
57191,204.20
57194,205.50
57196,202.60
57199,204.80
57202,202.60
57205,207.10
57207,277.50
57210,202.70
57213,205.40
57217,210.00
57219,205.90
57222,205.50
57225,213.10
57227,205.20
57230,208.10
57233,209.70
57236,204.60
57238,206.00
57241,198.90
57244,199.90
57247,205.60
57249,202.70
57252,208.20
57255,203.70
57259,208.20
57261,203.80
57264,206.00
57267,206.00
57270,200.10
57272,210.40
57275,205.40
57278,201.60
57280,211.60
57283,207.50
57286,206.10
57289,207.20
57291,204.80
57294,207.00
57297,205.90
57300,200.90
57303,203.90
57306,206.00
57309,204.20
57312,211.20
57314,207.50
57317,208.00
57320,204.60
57323,204.50
57325,208.70
57328,204.40
57331,210.10
57334,201.50
57336,207.50
57339,212.90
57342,208.30
57345,206.80
57348,203.50
57351,196.80
57354,200.80
57356,199.70
57359,203.80
57362,203.00
57365,201.20
57367,201.30
57370,201.30
57373,201.70
57376,196.20
57378,197.20
57381,202.70
57384,202.00
57388,202.10
57390,201.60
57393,195.40
57396,195.00
57399,205.40
57401,202.50
57404,198.30
57407,200.40
57409,200.30
57412,273.30
57415,194.60
57418,203.30
57420,201.10
57423,200.00
57426,199.00
57430,195.60
57432,198.60
57435,201.60
57438,190.00
57441,201.00
57443,201.30
57446,18.40
57449,2.30
57451,2.50
57454,1.60
57457,2.70
57459,1.90
57462,3.00
57465,2.10
57467,1.80
57470,1.20
57473,2.10
57476,1.70
57479,1.30
57481,2.00
